;coi_lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
219;finox;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
220;richter/;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
221;preglem;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
222;bioscience;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
223;pantharei;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
224;ovascience;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
225;ngi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
226;initiative;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
227;genomic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
228;netherland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
229;myovant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
230;gfi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
231;serono;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
232;merck;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
233;bb;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
234;w;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
235;mfs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
236;alter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
237;037/2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
238;mr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
239;intervention;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
240;new;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
241;hg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
242;territorial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
243;smg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
244;bf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
245;mlr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
246;clalit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
247;actavis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
248;ym;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
249;hm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
250;develop;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
251;video;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
252;government;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
253;kantar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
254;project;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
255;uteron;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
256;previous;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
257;controversy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
258;shemie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
259;womens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
260;primarily;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
261;nephrologist;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
262;goldberg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
263;aviva;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
264;gruben;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
265;vanessa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
266;james;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
267;umc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
268;evidera;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
269;ingelheim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
270;foundation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.03205128205128205;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
271;co;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.019230769230769232;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
272;utrecht;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
273;fund;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.01282051282051282;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
274;institute;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.01282051282051282;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
275;oocyte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
276;bank;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
277;form;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
278;recent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
279;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
280;year;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
281;period;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
282;alphabetic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
283;order;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
284;novartis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
285;outside;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
286;submit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
287;abk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
288;boehringer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
289;provincial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
290;reporting;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
291;ardea;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
292;biosciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
293;dyt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
294;analysis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
295;sam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
296;recipient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
297;assistance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
298;nf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
299;ontario;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
300;applicable.dhj;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
301;037/2015).not;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
302;euroscreen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
303;study.not;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
304;include;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
305;write;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
306;college;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
307;review;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
308;6/13/03/02/2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
309;dnro;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
310;jc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
311;watson;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
312;nzaic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
313;ogeda;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
314;initiator;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
315;activity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
316;ameb;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
317;intereststhe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
318;j.t.c;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
319;s.c;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
320;payment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
321;educational;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
322;ferre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
323;london;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
324;zonmw;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
325;counsel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
326;obstetrics;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
327;cogi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
328;operative;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
329;zealand;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
330;hus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
331;heart;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
332;family;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
333;gynecology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
