;coi_lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
334;dignity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
335;legalization;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.004273504273504274;0.0;0.0013514007094736664;0.0004273504273504274;0.004273504273504274
336;donation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
337;erklaren;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
338;autoren;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
339;hiermit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
340;dass;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
341;kein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
342;interessenkonflikt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
343;besteht;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
344;graduate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
345;nhs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
346;school;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
347;plasma;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
348;provide;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
349;society;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.019230769230769232;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
350;procedure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.019230769230769232;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
351;confirm;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
352;ethical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.019230769230769232;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
353;medicine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
354;innsbruck;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
355;represent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
356;view;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
357;british;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
358;ds;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
359;accord;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.00641025641025641;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
360;consent.not;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
361;collect;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
362;sample;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
363;project.the;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
364;hospitalier;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
365;lead;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
366;people;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
367;publication.the;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
368;submission;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
369;exit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
370;wydw2016-0224.no;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
371;wenzhou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
372;act;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
373;interestsspringer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
374;austrian;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
375;309201803130912).the;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
376;individual;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
377;army;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
378;liberation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
379;309th;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
380;deputy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
381;note;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
382;applicablethe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
383;law.not;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
384;consent.all;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
385;l'universite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
386;welfare;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
387;require;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
388;observational;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
389;retrospective;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
390;informed;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
391;centre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
392;dg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
393;montreal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.004149377593360996;0.0;0.0013121484067088712;0.0004149377593360996;0.004149377593360996
394;lecturing;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
395;que;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
396;toutes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
397;l'auteur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
398;n'a;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
399;turunen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
400;martti;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
401;ehrnrooth;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
402;georg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
403;aucun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
404;mary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
405;tutkimussaatio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
406;vatsatautien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
407;vs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
408;conflit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
409;d'interets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
410;en;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
411;relation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
412;avec;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
413;cet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
414;organization;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
415;tissue;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
416;surgical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
417;vantaa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
418;certification;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
419;notto;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
420;principal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
421;caballeta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
422;finnish;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019230769230769232;0.0;0.0;0.0;0.0;0.0
423;investigator;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019230769230769232;0.0;0.0;0.0;0.0;0.0
424;prior;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019230769230769232;0.0;0.0;0.0;0.0;0.0
425;therapeutic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
426;finland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
427;academy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
428;take;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
429;gastroenterological;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
430;detail;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.0;0.0;0.0;0.0
431;cb;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
432;icmje;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
433;construct;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
434;founder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
435;cellectis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
436;neximmune;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
437;stock;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
438;ownership;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
439;scientific;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
440;torque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
441;mana;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
442;refer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
443;pertain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
444;317061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
445;cadre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
446;tutrice;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
447;nathalie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
448;koch;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
449;sponsor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
450;pr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
451;pg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
452;al;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
453;recherche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
454;cette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
455;malaghan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
456;accompany;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
457;charitable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
458;le;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
459;ainsi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
460;dans;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
461;pl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
462;interviewee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
463;personnes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
464;proprietary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
465;les;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
466;property;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
467;intellectual;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
468;researcher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
469;cancer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
470;clinical;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
471;stv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
472;astella;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
473;non;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
474;city;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
475;content;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
476;participateconflict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
477;picture;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
478;purpose;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
479;department;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
480;nous;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
481;lakaresallskapet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
482;finska;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
483;trial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
484;orion;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
485;1928t2z;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
486;rw;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
487;notre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
488;remercier;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
489;tenon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
490;bio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.0;0.0;0.0;0.0;0.0
